Sample	Taxon	Rank	Abundance	Type	IDGroup	SampleName	Strain	Cage	MouseID	Treatment	Colonization	Community	Sex	DOB	Notch	Control	Source
SP_13	Bacillota_A	Phylum	0.32901506671553526	RelativeAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_42	Bacillota_A	Phylum	0.32679382311370403	RelativeAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_49	Bacillota_A	Phylum	0.32385780913436313	RelativeAbundance	SP_49	Mucus 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_30	Bacillota_A	Phylum	0.32223523215474953	RelativeAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_41	Bacillota_A	Phylum	0.3195220574642919	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_11	Bacillota_A	Phylum	0.31890162457677135	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_16	Bacillota_A	Phylum	0.3153318660530767	RelativeAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_19	Bacillota_A	Phylum	0.3124162871684972	RelativeAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_26	Bacillota_A	Phylum	0.30853588296279233	RelativeAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_34	Bacillota_A	Phylum	0.3085267293768068	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_10	Bacillota_A	Phylum	0.3068571304611914	RelativeAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_27	Bacillota_A	Phylum	0.3057796215885007	RelativeAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_5	Bacillota_A	Phylum	0.30545842292643377	RelativeAbundance	SP_5	Colon 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_43	Bacillota_A	Phylum	0.30460494588341586	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_9	Bacillota_A	Phylum	0.3042611529772888	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_17	Bacillota_A	Phylum	0.3033093348340481	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_38	Bacillota_A	Phylum	0.3020655093450589	RelativeAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_6	Bacillota_A	Phylum	0.29841528195532324	RelativeAbundance	SP_6	Colon 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_48_re	Bacillota_A	Phylum	0.29840800039947524	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_25	Bacillota_A	Phylum	0.29782717304304684	RelativeAbundance	SP_25	Feces 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_36	Bacillota_A	Phylum	0.2965075623486545	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_50	Bacillota_A	Phylum	0.29460961519507317	RelativeAbundance	SP_50	Mucus 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_18	Bacillota_A	Phylum	0.294046203193138	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_58_re	Bacillota_A	Phylum	0.2917543797052842	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_4	Bacillota_A	Phylum	0.29082823960105364	RelativeAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_44	Bacillota_A	Phylum	0.2904281326181515	RelativeAbundance	SP_44	Mucus 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_31	Bacillota_A	Phylum	0.2889098051819478	RelativeAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_47	Bacillota_A	Phylum	0.288285282127498	RelativeAbundance	SP_47	Mucus 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Mucus
SP_39	Bacillota_A	Phylum	0.2874848372003849	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_15	Bacillota_A	Phylum	0.2836437377207395	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_56	Bacillota_A	Phylum	0.2808919346494418	RelativeAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_37	Bacillota_A	Phylum	0.2796394883486786	RelativeAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_24	Bacillota_A	Phylum	0.278039664687696	RelativeAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_40	Bacillota_A	Phylum	0.2779470137542694	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_53	Bacillota_A	Phylum	0.2739967933518506	RelativeAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_45	Bacillota_A	Phylum	0.27348815504131324	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_46	Bacillota_A	Phylum	0.2651598414244398	RelativeAbundance	SP_46	Mucus 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Mucus
SP_55	Bacillota_A	Phylum	0.2586747855997397	RelativeAbundance	SP_55	Mucus 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Mucus
SP_8	Bacillota_A	Phylum	0.2530103121909874	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_28	Bacillota_A	Phylum	0.25266785699456046	RelativeAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_34	Bacillota_I	Phylum	0.09933500997932534	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_8	Pseudomonadota	Phylum	0.09275321373075293	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_12	Pseudomonadota	Phylum	0.0907923772333913	RelativeAbundance	SP_12	Colon 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Colon
SP_34	Fusobacteriota	Phylum	0.0897996079870403	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_13	Pseudomonadota	Phylum	0.08502540836643521	RelativeAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_18	Fusobacteriota	Phylum	0.08463978087721195	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_35	Fusobacteriota	Phylum	0.08322081220644124	RelativeAbundance	SP_35	Feces 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Feces
SP_39	Fusobacteriota	Phylum	0.08243585536624844	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_39	Bacillota_I	Phylum	0.08033979419149556	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_27	Bacillota_I	Phylum	0.08024997546399573	RelativeAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_58_re	Fusobacteriota	Phylum	0.07862198813781217	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_10	Bacillota_I	Phylum	0.07672784068723154	RelativeAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_30	Bacillota_I	Phylum	0.07244307670878693	RelativeAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_37	Bacillota_I	Phylum	0.07219757002552037	RelativeAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_9	Pseudomonadota	Phylum	0.07202055562261808	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_11	Bacillota_I	Phylum	0.07161805361413971	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_52	Pseudomonadota	Phylum	0.07124573671605328	RelativeAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_33	Pseudomonadota	Phylum	0.07114683881703118	RelativeAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_15	Bacillota_I	Phylum	0.06973183818376093	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_18	Bacillota_I	Phylum	0.06958229718528129	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_32	Pseudomonadota	Phylum	0.06847294942381817	RelativeAbundance	SP_32	Feces 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Feces
SP_20	Fusobacteriota	Phylum	0.06755226032334466	RelativeAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_16	Fusobacteriota	Phylum	0.06557287592993433	RelativeAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_16	Bacillota_I	Phylum	0.06511814031322188	RelativeAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_31	Bacillota_I	Phylum	0.0639981175336247	RelativeAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_37	Fusobacteriota	Phylum	0.0592760611944621	RelativeAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_38	Bacillota_I	Phylum	0.05884010581419555	RelativeAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_30	Fusobacteriota	Phylum	0.05872751252508281	RelativeAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_28	Bacillota_I	Phylum	0.058452264350493756	RelativeAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_54	Bacillota_I	Phylum	0.057496426714165154	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_28	Pseudomonadota	Phylum	0.05711864116987575	RelativeAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_45	Bacillota_I	Phylum	0.057094622416206865	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_17	Fusobacteriota	Phylum	0.05604393471890707	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_35	Bacillota_I	Phylum	0.05601404413069259	RelativeAbundance	SP_35	Feces 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Feces
SP_9	Bacillota_I	Phylum	0.05513459449205884	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_6	Pseudomonadota	Phylum	0.055107516488954525	RelativeAbundance	SP_6	Colon 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_7	Bacillota_I	Phylum	0.055011684657329536	RelativeAbundance	SP_7	Colon 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Colon
SP_26	Bacillota_I	Phylum	0.05491796534303158	RelativeAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_10	Fusobacteriota	Phylum	0.05396112629615168	RelativeAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_20	Bacillota_I	Phylum	0.05383928877904782	RelativeAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_29	Fusobacteriota	Phylum	0.05321523788465709	RelativeAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_56	Fusobacteriota	Phylum	0.05312469540311757	RelativeAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_36	Fusobacteriota	Phylum	0.05255360251656371	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_29	Bacillota_I	Phylum	0.05250088231417188	RelativeAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_22	Bacillota_I	Phylum	0.051867875550205035	RelativeAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_55	Fusobacteriota	Phylum	0.049432288491483886	RelativeAbundance	SP_55	Mucus 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Mucus
SP_26	Pseudomonadota	Phylum	0.04921092040087548	RelativeAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_8	Fusobacteriota	Phylum	0.0490069218816217	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_51_re	Pseudomonadota	Phylum	0.04853742226034742	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_48_re	Pseudomonadota	Phylum	0.048386437815778366	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_58_re	Bacillota_I	Phylum	0.048074521546530684	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_25	Bacillota_I	Phylum	0.04800307020500879	RelativeAbundance	SP_25	Feces 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_17	Bacillota_I	Phylum	0.046981428654596265	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_19	Bacillota_I	Phylum	0.0469762925261184	RelativeAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_33	Bacillota_I	Phylum	0.046620419231332186	RelativeAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_2	Bacillota_I	Phylum	0.04642787088900028	RelativeAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_48_re	Bacillota_I	Phylum	0.04574445387649859	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_46	Bacillota_I	Phylum	0.045501118428302935	RelativeAbundance	SP_46	Mucus 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Mucus
SP_4	Fusobacteriota	Phylum	0.04534794987311092	RelativeAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_11	Fusobacteriota	Phylum	0.04532351753486783	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_36	Bacillota_I	Phylum	0.045282791792117895	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_17	Bacillota_C	Phylum	0.04518962695594238	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_42	Fusobacteriota	Phylum	0.04476475806694133	RelativeAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_15	Fusobacteriota	Phylum	0.044759699897744636	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_6	Bacillota_I	Phylum	0.04437906424699797	RelativeAbundance	SP_6	Colon 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_24	Bacillota_I	Phylum	0.0441072325503764	RelativeAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_53	Fusobacteriota	Phylum	0.043917530429284375	RelativeAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_21	Fusobacteriota	Phylum	0.04390799344691498	RelativeAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_18	Bacillota_C	Phylum	0.04372004180632141	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_2	Fusobacteriota	Phylum	0.04349650197240808	RelativeAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_28	Fusobacteriota	Phylum	0.043428242035509546	RelativeAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_51	Pseudomonadota	Phylum	0.04235719123955746	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_9	Fusobacteriota	Phylum	0.041901050199175706	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_29	Pseudomonadota	Phylum	0.04176854029092981	RelativeAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_45	Pseudomonadota	Phylum	0.04158225589502869	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_31	Fusobacteriota	Phylum	0.041299475721636024	RelativeAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_48_re	Fusobacteriota	Phylum	0.040800947845784405	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_23	Fusobacteriota	Phylum	0.040697962958785444	RelativeAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_24	Fusobacteriota	Phylum	0.04047894626829352	RelativeAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_19	Fusobacteriota	Phylum	0.04032949370479507	RelativeAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_3	Fusobacteriota	Phylum	0.04017038444866793	RelativeAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_54	Fusobacteriota	Phylum	0.039855760697281195	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_41	Bacillota_I	Phylum	0.0392785401008083	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_4	Bacillota_I	Phylum	0.039238006383750086	RelativeAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_49	Bacillota_I	Phylum	0.03914651733620183	RelativeAbundance	SP_49	Mucus 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_58	Fusobacteriota	Phylum	0.03914253393188554	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_21	Bacillota_I	Phylum	0.0391035596574735	RelativeAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_23	Bacillota_I	Phylum	0.038728597532089605	RelativeAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_47	Pseudomonadota	Phylum	0.0385295079699948	RelativeAbundance	SP_47	Mucus 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Mucus
SP_41	Fusobacteriota	Phylum	0.038185833982612556	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_53	Bacillota_I	Phylum	0.037605853261974125	RelativeAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_40	Bacillota_I	Phylum	0.037468255979071045	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_42	Pseudomonadota	Phylum	0.03741579707094097	RelativeAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
